630,GIS2310,37000.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
633,GIS2344,24500.00,1000.00,1500.00,1000.00,5750.00,,100.00,,,
634,GIS2341,13500.00,1000.00,1500.00,1000.00,3250.00,,0.00,,,
635,GIS2331,27125.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
636,GIS2358,13500.00,1000.00,1500.00,1000.00,3250.00,,0.00,,,
637,GIS2634,19250.00,1000.00,1500.00,1000.00,500.00,,0.00,,,
638,GIS2357,45250.00,0.00,0.00,1000.00,3250.00,,100.00,,,
639,GIS2334,29000.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
640,GIS2367,31250.00,0.00,1500.00,1000.00,2500.00,1600.00,100.00,,,
641,GIS2355,58750.00,0.00,0.00,0.00,10000.00,,100.00,,,
642,GIS2368,37500.00,0.00,1500.00,1000.00,2875.00,1600.00,100.00,,,
643,GIS2379,13500.00,1000.00,1500.00,1000.00,2875.00,,0.00,,,
646,GIS2385,25500.00,0.00,1500.00,1000.00,1500.00,,100.00,,,
647,GIS2414,13500.00,1000.00,1500.00,1000.00,2875.00,,0.00,,,
648,GIS2411,24500.00,1000.00,1500.00,1000.00,500.00,,100.00,,,
649,GIS2183,75250.00,0.00,0.00,0.00,10000.00,,100.00,,,
650,GIS2420,68750.00,0.00,0.00,0.00,10000.00,,100.00,,,
654,GIS2561,18750.00,1000.00,1500.00,1000.00,1250.00,,0.00,,,
657,GIS2443,44250.00,0.00,0.00,1000.00,2500.00,,100.00,,,
658,GIS2467,34000.00,1000.00,1500.00,1000.00,2500.00,,100.00,,,
659,GIS2466,41500.00,0.00,0.00,1000.00,2500.00,,100.00,,,
661,GIS2463,34500.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
662,GIS2464,30000.00,0.00,1500.00,1000.00,500.00,,100.00,,,
663,GIS2479,18500.00,1000.00,1500.00,1000.00,0.00,,100.00,,,
664,GIS2480,39000.00,0.00,1500.00,1000.00,1000.00,,100.00,,,
666,GIS2494,37500.00,0.00,1500.00,1000.00,2500.00,,100.00,,,
668,GKS0890,33500.00,1000.00,1500.00,1000.00,4000.00,,100.00,,,
669,GIS2518,12500.00,1000.00,1500.00,1000.00,2500.00,,0.00,,,
670,GIS2501,24000.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
671,GIS2502,13000.00,1000.00,1500.00,1000.00,0.00,,100.00,,,
672,GIS2513,24000.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
673,GIS2520,24000.00,0.00,1500.00,1000.00,2500.00,,100.00,,,
674,GIS2537,22500.00,0.00,1500.00,1000.00,5000.00,,100.00,,,
675,GIS2541,55000.00,0.00,0.00,0.00,0.00,,100.00,,,
676,GIS2614,11500.00,1000.00,1500.00,1000.00,2500.00,,100.00,,,
677,GIS2613,21500.00,1000.00,1500.00,1000.00,5000.00,,100.00,,,
679,GIS0972,44000.00,0.00,0.00,0.00,8000.00,,100.00,,,
680,GIS2611,22500.00,0.00,1500.00,1000.00,0.00,,100.00,,,
681,GIS2621,80000.00,0.00,0.00,0.00,5000.00,,100.00,,,
682,GIS2521,18500.00,1000.00,1500.00,1000.00,0.00,,100.00,,,
683,GIS2629,36500.00,1000.00,1500.00,1000.00,2500.00,,100.00,,,
